score(/3)	tweet_Id	tweet_text
2	845615003537489921	وشلون بنساه .. وانا اللي تمنيته !
2	845615007987576834	RT @sarah_voiceless: با خشم نابود میکنند  با نفرت میدرند   من اما با عشق  توانا به کشتن ام تو بگو  من ویرانگر ترم یا آنان ؟
2	845615016531427328	في وحده ودي امحطها بلوك دابله جبدي ام شطايب سود 🤔🔪
2	845615020272750593	@3ash8t_q8 الحبيب الي عنده جواز اثيوبي شنو موديله 😂
2	845615020335665153	RT @aabb4431: #كَنت  “ تقول مآ عآش منهو يبكيگ    عآشوا وشفهم يسألوني عنگ ؟  ويبكوني !”💔 #ابيك_بجنبي_الليلة #صمتي_حكاية https://t.co/oKpu3r6…
2	845615054057848832	انا خاق مع بروفايلي صراحة 😦💘💘
2	845615053583847426	RT @511_J_: اسوي المعروف من طيب ذاتي  وما همني منهو جحد ما فعلته ..  . رفيقي الطيب .. عطيته حياتي ولا الردي لا حام فوقي سفهته ✋  صباح السعا…
2	845615055127412736	RT @M___hd: ⤵️ -  نعم احبك وأخذها من  لساني ماعاد ابيها في ضلوعي تخبى ↔️ البرق في غيمة غرامك شعاني كل الجوارح لك    ترحب  يالبى… 
2	845615055412629504	العتآب المُر بصوت نوال لما قالت : حنيّتك راحت لـ وين ؟ وش فيك ما تشتاق لي !
2	845615055811088384	RT @9583M: @mohra199411  لبيه يبعض العرب كل ما طل يتل  قلبي تل واجيــه كلي يحل معه الود من وين ماحل أفرح إذا شفته و أرحب وأهلي… 
2	845615059413975040	RT @AaOo1239: #يطيب_لي_بآلشوق ذكرك وطآريك وأسرح وأفكر فيك وأدرس #صفآتك .. لوجيتني مشتآق تدري وش أعطيك قل لي أبي روحك وأنا أقول… #جاتك
2	845615060932333568	RT @A88_88__88A: يآمن تحرا طيحتي وانكساري  شفني عبرت حدود ظنك ولا طحت  كسرت خشم اللي يعاكس مساري  ورقيت يوم آشكالهم تنحدر تحت👌🏻 ⠀꧂… 
2	845615063562178561	@alsharef_130 @imalxk9 @PL4News من جد 😂😂👍🏻❤💙
2	845615064149307396	والله مو اناني ولا بخيل بس احس غبنه لما اشتري العاب للبلايستيشن ويجون اخواني حتى ما اشترو لعبه وحده يجون يلعبون عادي! احس استغلال 🙂💔
2	845615070273003521	RT @M____O2: انت تعرف شنو اللى بعد الحياة؟ - شنو 😳💔 علامه الاستفهام🐸😂😂
2	845615071975931904	اللي يقول ماسس الهلال تكروني والله انتم التكارنه ما تفهمون وتبون تتكلمون على الهلال باي شي ما الومكم قاهركم 💙الهلال… https://t.co/zISUAXIXYi
2	845615102204227584	@ooroor00  وش فيك
2	845615131686002689	https://t.co/1ORWUpq8MW طيب انت يابو المصادر يالفاهم يالي مانت مدرعم ياصديق القريني  ليه النادي ماينفي مايقهرك غير هالعينات المنبطحة للادارة
2	845615134533935104	@anonaad شنو اللي مضايقج؟
2	845615149897695232	RT @kuwaitixgirl: القوس موحيل https://t.co/bPeIIyYptY
2	845615156201750528	#جسر_المنقف تدرون شنو المشكله الامطار ما كملت 24 ساعه متواصله ؟ الى أين يا وطن الله الحافظ
2	845615159687176193	RT @Faa___880: عهد الوفاء منطوق بين الوفيين  ولا كل شخص يحصل اللي تمنا   ولا فيه حبن دون سنه ولا دين وشلون نسكن قلب ما هو وطنا
2	845615169262829568	RT @menksao: #هدف_لن_تنساه_ابدا شماغ ماركه جورجيو ارماني الابيض والأحمر راقي جدا ومناسب للهدايا قطن ١٠٠٪ السعر ٢٩٠ بدل ٣٦٠ للطلب… 
2	845615177282281473	♡🎵                     ⇩💙❁ - خابرك لازادت جروحي تعالجنــــي وشلون عاش المريض ومات دكتوره
2	845615186979500033	👩حبيبي كلمني اسباني بليز 👨تشافي انييستا الونسو  👩شنو يعني ؟ 👨ستبقين حبيبتي للابد 👩فديتك 👨بيكيه  👩شنو يعني ؟ 👨احبج  ياخرااااااا .. شنو هذا 😂😂
2	845615199096885248	RT @mroshx: من المناظر المريحة للقلب انك تشوف مهايطي يتصفق.
2	845615203739947010	لا تسأل المشتاق .. وشفيه ما نام روح اسأل اللي غاب وشلون نايم
2	845615209146470401	RT @m2t_a: لو  شلت  همٍ ما  يشيله  جبل  طي حذراك  لا  تبدي  على الناس سرك  من قال لك وش فيك قـل لـه ولا شي ومـن  قال  كيف  الح… 
2	845615212728385536	@danahax وشلون حالكم الجمعه الجايه اجل 😰😨
2	845615213579788288	RT @ve7666: تغآنم آلشوق دآم آلقلب تحت آمرك مشآعري فيك مَ تشبع  إذا جآعت  لا دآر وقتك .و طـول ربـي بعـمرك عرّفت وش قيمة آلفرصه ليا ضاعت #قرو…
2	845615215316254722	الناس تطلع من الصالحيه بيدها چياس الماسات وماركات وانا طالعه بيدي چيس بطاط 🙈 واخزياه
2	845615221318266880	@wejdan781__   من جد 😡
2	845615230373838848	@BNR07  وشلون عرفت انه بتركيا🙀
2	845615233188081664	RT @0vvry: ابا احب لاعت جبدي 😂💔 https://t.co/MxFmHwYzEb
2	845615247553712128	RT @jafarlary: راح ايي يوم قنوات الكويت خلاص بعد ما يقابلون هواة التصوير الفوتوغرافي اللي يروحون النيبال يصورون يهال فقارة.. ولا أرى هذا ال…
2	845615258018496512	RT @1777Ah: تغآنم آلشوق دآم آلقلب تحت آمرك مشآعري فيك مَ تشبع .. إذا جآعت  لا دآر وقتك .. و طـول ربـي بعـمرك عرّفت وش قيمة آلفر… 
2	845615259146731520	بلا حب بلا بطيخ! حبي نفسج وبس لا تقعدي تعورين راسج مع يهال هالزمن🙂
2	845615261101248512	RT @ssssilva21213: امـوت انا لا شـفـت غـيـري يحاكـيـك تقـتلنـي الغـيـره و امـوووت بـمكـانـي علـيـك اغـار من ظلـك اللي يباريـك وشلون عـ… 
